Function name	Segment	Start	Length	Locals	Arguments	R	F	L	M	O	S	B	T	=	X
bdReliableSendWindow::decreaseCongestionWindow(bdReliableSendWindow::bdCongestionWindowDecreaseReason)	.text	00B11DE0	000000A8	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
bdReliableSendWindow::getDataToSend(bdPacket &)	.text	00B120E0	00000500	00000010	0000000C	R	.	.	.	.	.	.	T	.	.
bdReliableSendWindow::increaseCongestionWindow(uint)	.text	00B11D60	00000080	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
bdReliableSendWindow::isEmpty(void)	.text	00B125E0	0000006F	00000004	0000000D	R	.	.	.	.	.	.	T	.	.
bdReliableSendWindow::setTimeoutPeriod(float)	.text	00B11D50	0000000D	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdReliableSendWindow::~bdReliableSendWindow(void)	.text	00B12050	00000017	00000000		R	.	.	.	.	.	.	T	.	.
bdRemoteTask::`scalar deleting destructor'(uint)	.text	009C36D0	00000020	00000000		R	.	.	.	.	.	.	T	.	.
bdRemoteTask::bdRemoteTask(void)	.text	009C2F50	0000008F	00000000	0000005C	R	.	.	.	.	.	.	T	.	.
bdRemoteTask::cancelTask(void)	.text	009C2EE0	00000008	00000000	0000003D	R	.	.	.	.	.	.	T	.	.
bdRemoteTask::deserializeTaskReply(bdReference<bdByteBuffer>)	.text	009C33E0	000001D2	00000018	00000060	R	.	.	.	.	.	.	T	.	.
bdRemoteTask::getByteResults(void)	.text	009C3100	0000002D	00000000	00000030	R	.	.	.	.	.	.	T	.	.
bdRemoteTask::getErrorCode(void)	.text	009C2F00	00000004	00000000	00000060	R	.	.	.	.	.	.	T	.	.
bdRemoteTask::getStatus(void)	.text	009C3060	000000A0	00000004	00000074	R	.	.	.	.	.	.	T	.	.
bdRemoteTask::getTotalNumResults(void)	.text	009C2ED0	00000006	00000000	00000040	R	.	.	.	.	.	.	T	.	.
bdRemoteTask::getTransactionID(void)	.text	009C2EF0	0000000A	00000000	00000036	R	.	.	.	.	.	.	T	.	.
bdRemoteTask::handleAsyncTaskReply(bdReference<bdByteBuffer>)	.text	009C3290	00000150	00000010	0000006C	R	.	.	.	.	.	.	T	.	.
bdRemoteTask::handleTaskReply(bdReference<bdByteBuffer>)	.text	009C3130	00000159	00000014	00000074	R	.	.	.	.	.	.	T	.	.
bdRemoteTask::setTaskResult(bdTaskResult *,uint)	.text	009C2F10	00000013	00000000	0000006C	R	.	.	.	.	.	.	T	.	.
bdRemoteTask::setTaskResultList(bdTaskResult * *,uint)	.text	009C2F30	00000014	00000000	00000064	R	.	.	.	.	.	.	T	.	.
bdRemoteTask::start(float)	.text	009C35C0	0000004C	00000000	0000003C	R	.	.	.	.	.	.	T	.	.
bdRemoteTask::stop(bdReference<bdByteBuffer>,unsigned __int64)	.text	009C3610	000000BF	00000000	0000006C	R	.	.	.	.	.	.	T	.	.
bdRemoteTask::~bdRemoteTask(void)	.text	009C2FE0	00000080	00000008	0000003D	R	.	.	.	.	.	.	T	.	.
bdRemoteTaskManager::`scalar deleting destructor'(uint)	.text	009CBA20	00000023	00000000	00000024	R	.	.	.	.	.	.	T	.	.
bdRemoteTaskManager::bdRemoteTaskManager(bdReference<bdLobbyConnection>,bool)	.text	009CB220	000000D0	00000000	0000009C	R	.	.	.	.	.	.	T	.	.
bdRemoteTaskManager::handleAsyncResult(bdReference<bdByteBuffer>)	.text	009CAFE0	000001F9	0000001C	000000A8	R	.	.	.	.	.	.	T	.	.
bdRemoteTaskManager::handleLSGTaskReply(bdReference<bdByteBuffer>)	.text	009CB500	00000233	00000014	000000B8	R	.	.	.	.	.	.	T	.	.
bdRemoteTaskManager::handleTaskReply(bdReference<bdByteBuffer>)	.text	009CB740	000001D9	00000018	00000148	R	.	.	.	.	.	.	T	.	.
bdRemoteTaskManager::initTaskBuffer(bdReference<bdTaskByteBuffer> &,uchar,uchar)	.text	009CA380	00000022	00000000	0000005C	R	.	.	.	.	.	.	T	.	.
bdRemoteTaskManager::sendTask(bdReference<bdRemoteTask>,bdReference<bdTaskByteBuffer> &)	.text	009CAEF0	00000095	00000010	00000049	R	.	.	.	.	.	.	T	.	.
bdRemoteTaskManager::startLSGTask(bdReference<bdRemoteTask> &,uchar,uchar,void const * const,uint)	.text	009CAD00	000001E8	00000028	00000018	R	.	.	.	.	.	.	T	.	.
bdRemoteTaskManager::startTask(bdReference<bdRemoteTask> &,bdReference<bdTaskByteBuffer> &)	.text	009CB430	000000C2	00000000	00000098	R	.	.	.	.	.	.	T	.	.
bdRemoteTaskManager::~bdRemoteTaskManager(void)	.text	009CB2F0	00000134	00000000	000000A8	R	.	.	.	.	.	.	T	.	.
bdRunnable::`vector deleting destructor'(uint)	.text	00B16EF0	00000021	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
bdRunnable::bdRunnable(void)	.text	00B16EB0	0000000D	00000000		R	.	.	.	.	.	.	T	.	.
bdRunnable::start(void)	.text	00B16EE0	00000005	00000000		R	.	.	.	.	.	.	T	.	.
bdRunnable::stop(void)	.text	00B16ED0	00000007	00000008		R	.	.	.	.	.	.	T	.	.
bdRunnable::~bdRunnable(void)	.text	00B16EC0	00000010	00000000		R	.	.	.	.	.	.	T	.	.
bdSAckChunk::`vector deleting destructor'(uint)	.text	00B164B0	00000024	00000000	00000038	R	.	.	.	.	.	.	T	.	.
bdSAckChunk::addGap(bdSAckChunk::bdGapAckBlock const &)	.text	00B16210	00000018	00000000	00000020	R	.	.	.	.	.	.	T	.	.
bdSAckChunk::bdSAckChunk(int,bdSAckChunk::bdSAckFlags)	.text	00B16140	00000039	00000000	00000040	R	.	.	.	.	.	.	T	.	.
bdSAckChunk::bdSAckChunk(void)	.text	00B16110	0000002B	00000000	00000040	R	.	.	.	.	.	.	T	.	.
bdSAckChunk::deserialize(uchar const * const,uint,uint &)	.text	00B16230	00000288	0000001C	00000040	R	.	.	.	.	.	.	T	.	.
bdSAckChunk::getGapList(void)	.text	00B15EF0	00000004	00000008		R	.	.	.	.	.	.	T	.	.
bdSAckChunk::serialize(uchar *,uint)	.text	00B15FA0	0000016F	00000000	00000044	R	.	.	.	.	.	.	T	.	.
bdSAckChunk::setCumulativeAck(ushort)	.text	00B15EE0	00000010	00000000	0000001C	R	.	.	.	.	.	.	T	.	.
bdSAckChunk::setWindowCredit(int)	.text	00B15F00	0000000E	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdSAckChunk::~bdSAckChunk(void)	.text	00B16180	00000085	00000000	00000040	R	.	.	.	.	.	.	T	.	.
bdSecurityID::bdSecurityID(bdSecurityID const &)	.text	009BAAF0	00000019	00000000	00000014	R	.	.	.	.	.	.	T	.	.
bdSecurityID::bdSecurityID(void)	.text	009BAAE0	0000000D	00000000		R	.	.	.	.	.	.	T	.	.
bdSecurityID::operator==(bdSecurityID const &)	.text	009BAB10	00000014	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdSecurityInfo::bufferToString(uchar const *,uint,char *,uint)	.text	009BC550	0000006E	00000000	00000020	R	.	.	.	.	.	.	T	.	.
bdSecurityInfo::toString(bdSecurityID const &,char *,uint)	.text	009BC5C0	0000001E	00000000	00000014	R	.	.	.	.	.	.	T	.	.
bdSecurityInfo::toString(bdSecurityKey const &,char *,uint)	.text	009BC5E0	0000001B	00000000	00000010	R	.	.	.	.	.	.	T	.	.
bdSecurityKey::bdSecurityKey(bdSecurityKey const &)	.text	009BAAB0	00000023	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdSecurityKey::bdSecurityKey(void)	.text	009BAA90	00000017	00000000		R	.	.	.	.	.	.	T	.	.
bdSecurityKeyMap::bdSecurityKeyMap(void)	.text	009E2BB0	00000022	00000000		R	.	.	.	.	.	.	T	.	.
bdSecurityKeyMap::clear(void)	.text	009E2B20	0000004D	00000004		R	.	.	.	.	.	.	T	.	.
bdSecurityKeyMap::contains(bdSecurityID const &)	.text	009E2D70	00000080	00000028	00000008	R	.	.	.	.	.	.	T	.	.
bdSecurityKeyMap::get(bdSecurityID const &,bdSecurityKey &)	.text	009E2CA0	000000CF	00000028	0000000C	R	.	.	.	.	.	.	T	.	.
bdSecurityKeyMap::initKey(bdSecurityID &,bdSecurityKey &)	.text	009E2DF0	00000052	00000028	0000000C	R	.	.	.	.	.	.	T	.	.
bdSecurityKeyMap::registerKey(bdSecurityID const &,bdSecurityKey const &)	.text	009E2A50	000000CC	00000028	0000000C	R	.	.	.	.	.	.	T	.	.
bdSecurityKeyMap::unregisterKey(bdSecurityID const &)	.text	009E2BE0	000000B3	00000028	00000008	R	.	.	.	.	.	.	T	.	.
bdSecurityKeyMap::~bdSecurityKeyMap(void)	.text	009DF660	00000019	00000000	00000092	R	.	.	.	.	.	.	T	.	.
bdSecurityKeyMapListener::`scalar deleting destructor'(uint)	.text	009DE530	00000022	00000000	0000003C	R	.	.	.	.	.	.	T	.	.
bdSecurityKeyMapListener::~bdSecurityKeyMapListener(void)	.text	009DE520	00000007	00000000		R	.	.	.	.	.	.	T	.	.
bdSemaphore::bdSemaphore(uint,uint)	.text	00B16F20	00000010	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
bdSemaphore::destroy(void)	.text	00B16F60	0000001C	00000000		R	.	.	.	.	.	.	T	.	.
bdSemaphore::release(void)	.text	00B16F40	0000000A	00000000		R	.	.	.	.	.	.	T	.	.
bdSemaphore::wait(void)	.text	00B16F50	0000000A	00000000		R	.	.	.	.	.	.	T	.	.
bdSequenceNumber::bdSequenceNumber(bdSequenceNumber const &,uint,uint)	.text	00B177B0	0000002B	00000000	00000018	R	.	.	.	.	.	.	T	.	.
bdSequenceNumber::operator!=(bdSequenceNumber const &)	.text	00B17790	00000005	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdSequenceNumber::operator+(bdSequenceNumber const &)	.text	00B176D0	0000001F	00000000	00000030	R	.	.	.	.	.	.	T	.	.
bdSequenceNumber::operator++(int)	.text	00B176F0	00000012	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
bdSequenceNumber::operator-(bdSequenceNumber const &)	.text	00B17710	0000001E	00000000	0000000C	R	.	.	.	.	.	.	T	.	.
bdSequenceNumber::operator<(bdSequenceNumber const &)	.text	00B17750	00000014	00000000	00000030	R	.	.	.	.	.	.	T	.	.
bdSequenceNumber::operator<=(bdSequenceNumber const &)	.text	00B17770	00000014	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdSequenceNumber::operator==(bdSequenceNumber const &)	.text	009BBCD0	00000013	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdSequenceNumber::operator>(bdSequenceNumber const &)	.text	00B17730	00000004	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdSequenceNumber::set(bdSequenceNumber const &,uint,uint)	.text	00B175B0	000000D0	00000000	0000006C	R	.	.	.	.	.	.	T	.	.
bdSequenceNumberStore::bdSequenceNumberStore(bdSequenceNumber const &)	.text	00B177E0	00000013	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdSequenceNumberStore::check(bdSequenceNumber const &)	.text	00B17800	00000070	00000010	00000008	R	.	.	.	.	.	.	T	.	.
bdServiceBandwidthArbitrator::addSliceQuota(uint)	.text	009EEAE0	00000038	00000000	0000001C	R	.	.	.	.	.	.	T	.	.
bdServiceBandwidthArbitrator::allowedSend(uint)	.text	009EEB20	0000000A	00000000	0000001C	R	.	.	.	.	.	.	T	.	.
bdServiceBandwidthArbitrator::bdServiceBandwidthArbitrator(void)	.text	009EEAC0	0000000D	00000000		R	.	.	.	.	.	.	T	.	.
bdServiceBandwidthArbitrator::reset(void)	.text	009EEAD0	00000010	00000004	00000010	R	.	.	.	.	.	.	T	.	.
bdServiceBandwidthArbitrator::send(uint)	.text	009EEB30	00000010	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdSessionID::bdSessionID(bdSessionID const &)	.text	009BF840	00000068	00000000	0000008C	R	.	.	.	.	.	.	T	.	.
bdSessionID::bdSessionID(void)	.text	009BF7E0	00000060	00000000	00000054	R	.	.	.	.	.	.	T	.	.
bdSessionID::deserialize(bdReference<bdByteBuffer>)	.text	009BF8D0	00000083	00000010	00000094	R	.	.	.	.	.	.	T	.	.
bdSessionID::serialize(bdByteBuffer &)	.text	009BF8B0	0000001D	00000000	00000034	R	.	.	.	.	.	.	T	.	.
bdSessionID::sizeOf(void)	.text	005356B0	00000006	00000000		R	.	.	.	.	.	.	T	.	.
bdSessionInvite::`scalar deleting destructor'(uint)	.text	009D6150	00000023	00000000	00000004	R	.	.	.	.	.	.	T	.	.
bdSessionInvite::bdSessionInvite(void)	.text	009D60E0	00000061	00000000		R	.	.	.	.	.	.	T	.	.
bdSessionInvite::~bdSessionInvite(void)	.text	009D6080	00000060	00000000	0000001C	R	.	.	.	.	.	.	T	.	.
bdShutdownAckChunk::`scalar deleting destructor'(uint)	.text	00B15320	00000022	00000076	00000004	R	.	.	.	.	.	.	T	.	.
bdShutdownAckChunk::bdShutdownAckChunk(void)	.text	00B152F0	0000001E	00000000		R	.	.	.	.	.	.	T	.	.
bdShutdownAckChunk::serialize(uchar *,uint)	.text	00B15020	0000006C	0000000C	0000000C	R	.	.	.	.	.	.	T	.	.
bdShutdownAckChunk::~bdShutdownAckChunk(void)	.text	00B15310	0000000B	00000000		R	.	.	.	.	.	.	T	.	.
bdShutdownChunk::`scalar deleting destructor'(uint)	.text	00B152C0	00000023	00000000	00000004	R	.	.	.	.	.	.	T	.	.
bdShutdownChunk::bdShutdownChunk(void)	.text	00B15290	0000001E	00000000	0000001C	R	.	.	.	.	.	.	T	.	.
bdShutdownChunk::deserialize(uchar const * const,uint,uint &)	.text	00B15190	0000009E	00000008	00000010	R	.	.	.	.	.	.	T	.	.
bdShutdownChunk::~bdShutdownChunk(void)	.text	00B152B0	0000000B	00000000		R	.	.	.	.	.	.	T	.	.
bdShutdownCompleteChunk::`vector deleting destructor'(uint)	.text	00B15380	00000025	00000000	00000004	R	.	.	.	.	.	.	T	.	.
bdShutdownCompleteChunk::~bdShutdownCompleteChunk(void)	.text	00B15370	00000004	00000000		R	.	.	.	.	.	.	T	.	.
bdSingleton<bdNetImpl>::destroyInstance(void)	.text	0055E340	00000020	00000000		R	.	.	.	.	.	.	.	.	.
bdSingleton<bdNetImpl>::getInstance(void)	.text	0055E780	000000AF	00000000	00000020	R	.	.	.	.	.	.	T	.	.
bdSingleton<bdSingletonRegistryImpl>::destroyInstance(void)	.text	0051A0D0	0000001E	00000000	00000008	R	.	.	.	.	.	.	.	.	.
bdSingleton<bdSingletonRegistryImpl>::getInstance(void)	.text	0051BD10	000000AE	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdSingleton<bdTrulyRandomImpl>::destroyInstance(void)	.text	0051A0B0	0000001C	00000000	00000020	R	.	.	.	.	.	.	.	.	.
bdSingleton<bdTrulyRandomImpl>::getInstance(void)	.text	0051BDC0	000000A0	00000000	0000010C	R	.	.	.	.	.	.	T	.	.
bdSingletonRegistryImpl::`scalar deleting destructor'(uint)	.text	0051BCD0	0000003B	0000000C		R	.	.	.	.	.	.	T	.	.
bdSnprintf(char *,uint,char const *,...)	.text	009BACB0	00000037	14FFFFF6	00000010	R	.	.	.	.	.	.	T	.	.
bdSocket::`scalar deleting destructor'(uint)	.text	00B16A20	00000021	00000004	00000028	R	.	.	.	.	.	.	T	.	.
bdSocket::bdSocket(void)	.text	00B167A0	00000010	00000000		R	.	.	.	.	.	.	T	.	.
bdSocket::bind(bdAddr const &)	.text	00B16840	00000040	00000000	0000002C	R	.	.	.	.	.	.	T	.	.
bdSocket::bind(ushort)	.text	00B16990	0000008D	00000018	0000002C	R	.	.	.	.	.	.	T	.	.
bdSocket::close(void)	.text	00B16970	0000000D	00000000	0000002C	R	.	.	.	.	.	.	T	.	.
bdSocket::create(bool,bool,bool)	.text	00B167B0	00000041	00000000	0000002C	R	.	.	.	.	.	.	T	.	.
bdSocket::sendTo(bdAddr const &,void const *,uint)	.text	00B16880	0000004A	00000000	00000010	R	.	.	.	.	.	.	T	.	.
bdSocket::~bdSocket(void)	.text	00B16980	0000000F	00000000	00000004	R	.	.	.	.	.	.	T	.	.
bdSocketRouter::`scalar deleting destructor'(uint)	.text	009E21F0	00000024	00000000	00000004	R	.	.	.	.	.	.	T	.	.
bdSocketRouter::bdSocketRouter(void)	.text	009E20E0	00000027	00000000		R	.	.	.	.	.	.	T	.	.
bdSocketRouter::cacheSendTo(bdReference<bdAddrHandle>,void *,uint)	.text	009DF8B0	0000017D	00000024	00000010	R	.	.	.	.	.	.	T	.	.
bdSocketRouter::connect(bdReference<bdAddrHandle> &)	.text	009E0910	00000142	00000438	00000008	R	.	.	.	.	.	.	T	.	.
bdSocketRouter::disconnect(bdReference<bdAddrHandle> &)	.text	009E0D80	000000CE	00000018	00000008	R	.	.	.	.	.	.	T	.	.
bdSocketRouter::getAddressMap(void)	.text	009DE790	00000006	00000000		R	.	.	.	.	.	.	T	.	.
bdSocketRouter::getKeyMap(void)	.text	009EE570	00000005	00000000		R	.	.	.	.	.	.	T	.	.
bdSocketRouter::getLocalCommonAddr(void)	.text	009DE7D0	0000002E	00000000	00000004	R	.	.	.	.	.	.	T	.	.
bdSocketRouter::getQoSProber(void)	.text	009DE760	00000006	00000000		R	.	.	.	.	.	.	T	.	.
bdSocketRouter::getStatus(bdReference<bdAddrHandle>)	.text	009DF680	0000022A	00000038	00000228	R	.	.	.	.	.	.	T	.	.
bdSocketRouter::getStatus(void)	.text	009DE560	00000004	00000000	0000001C	R	.	.	.	.	.	.	T	.	.
bdSocketRouter::init(bdSocket *,bdReference<bdCommonAddr>,bdSocketRouterConfig const &)	.text	009E06E0	000001B9	00000004	00000018	R	.	.	.	.	.	.	T	.	.
bdSocketRouter::onNATAddrDiscovery(bdReference<bdCommonAddr>,bdAddr const &)	.text	009E17E0	000002AD	00000464	0000000C	R	.	.	.	.	.	.	T	.	.
bdSocketRouter::onNATAddrDiscoveryFailed(bdReference<bdCommonAddr>)	.text	009E1D30	00000177	00000430	00000008	R	.	.	.	.	.	.	T	.	.
bdSocketRouter::onSecurityKeyRemove(bdSecurityID const &)	.text	009E1340	00000028	00000014	00000008	R	.	.	.	.	.	.	T	.	.
bdSocketRouter::processError(bdAddr &,int,uint &,bool &)	.text	009DE570	000000DE	00000068	00000038	R	.	.	.	.	.	.	T	.	.
bdSocketRouter::processPacket(bdReference<bdAddrHandle> &,bdAddr &,void *,uint,uint,bool &)	.text	009DFA30	000000BF	000016F0	00000020	R	.	.	.	.	.	.	T	.	.
bdSocketRouter::pump(void)	.text	009E2220	000002B0	00000050		R	.	.	.	.	.	.	T	.	.
bdSocketRouter::quit(void)	.text	009E16B0	0000000D	00000008	0000F90F	R	F	.	.	.	.	.	T	.	.
bdSocketRouter::receiveFrom(bdReference<bdAddrHandle> &,void *,uint)	.text	009E1200	00000130	0000001C	00000010	R	.	.	.	.	.	.	T	.	.
bdSocketRouter::registerInterceptor(bdPacketInterceptor * const)	.text	009E0340	0000005E	00000000	00000064	R	.	.	.	.	.	.	T	.	.
bdSocketRouter::sendTo(bdReference<bdAddrHandle>,void *,uint)	.text	009E0F60	00000263	00000430	00000018	R	.	.	.	.	.	.	T	.	.
bdSocketRouter::setupIntroducers(bdArray<bdAddr> const &)	.text	009DE770	0000001E	00000000	0000003C	R	.	.	.	.	.	.	T	.	.
bdSocketRouter::tryDecryptPacket(void *,uint const &,bdSecurityID const &,bdAddr &,bdReference<bdAddrHandle> &,int &,bool)	.text	009DEB50	0000008E	0000003C	0000001D	R	.	.	.	.	.	.	T	.	.
bdSocketRouter::tryToFindConnection(void *,uint const &,bdSecurityID const &,bdAddr &,bdReference<bdAddrHandle> &,int &,bool)	.text	009DED80	00000134	0000003C	0000002C	R	.	.	.	.	.	.	T	.	.
bdSocketRouter::unregisterInterceptor(bdPacketInterceptor * const)	.text	009E1330	0000000D	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdSocketRouter::~bdSocketRouter(void)	.text	009E14F0	000000C7	00000010		R	.	.	.	.	.	.	T	.	.
bdSocketRouterConfig::bdSocketRouterConfig(void)	.text	009E7650	0000001E	00000000		R	.	.	.	.	.	.	T	.	.
bdSocketRouterConfig::reset(void)	.text	009E7670	00000020	00000000		.	.	.	.	.	.	.	T	.	.
bdSocketRouterConfig::sanityCheckConfig(void)	.text	009E7690	000000C0	00000000		R	.	.	.	.	.	.	T	.	.
bdStats::readStatsByRank(uint,unsigned __int64,bdStatsInfo * const,uint)	.text	009C3DA0	000002CF	00000010	000000A4	R	.	.	.	.	.	.	T	.	.
bdStats::writeStats(bdStatsInfo * * const,uint)	.text	009C3C50	0000014E	00000010	00000090	R	.	.	.	.	.	.	T	.	.
bdStatsInfo::bdStatsInfo(void)	.text	009CDD30	00000046	00000000	000001ED	R	.	.	.	.	.	.	T	.	.
bdStatsInfo::deserialize(bdReference<bdByteBuffer>)	.text	009CDE70	000000ED	00000010	000001ED	R	.	.	.	.	.	.	T	.	.
bdStatsInfo::serialize(bdByteBuffer &)	.text	009CDD90	00000048	00000000	000000CD	R	.	.	.	.	.	.	T	.	.
bdStatsInfo::~bdStatsInfo(void)	.text	009CDD80	0000000D	00000000		R	.	.	.	.	.	.	T	.	.
bdStatsInfoEx::`vector deleting destructor'(uint)	.text	009CDF60	00000004	00000000	00000004	R	.	.	.	.	.	.	T	.	.
bdStatsInfoEx::bdStatsInfoEx(bdStatsInfo *)	.text	009CDE10	00000034	00000000	0000015D	R	.	.	.	.	.	.	T	.	.
bdStatsInfoEx::bdStatsInfoEx(void)	.text	009CDDE0	00000025	00000000		R	.	.	.	.	.	.	T	.	.
bdStatsInfoEx::deserialize(bdReference<bdByteBuffer>)	.text	009CDF90	000000FB	00000000	000000EC	R	.	.	.	.	.	.	T	.	.
bdStatsInfoEx::sizeOf(void)	.text	009CDE60	00000009	00000000		R	.	.	.	.	.	.	T	.	.
bdStatsInfoEx::~bdStatsInfoEx(void)	.text	009CDE50	0000000F	00000000	0000015D	R	.	.	.	.	.	.	T	.	.
bdStopwatch::bdStopwatch(void)	.text	00B16530	00000009	00000000	00000038	R	.	.	.	.	.	.	T	.	.
bdStopwatch::getElapsedTimeInSeconds(void)	.text	00B16500	00000027	00000000	00000044	R	.	.	.	.	.	.	T	.	.
bdStopwatch::reset(void)	.text	00B164F0	0000000F	00000000	00000024	R	.	.	.	.	.	.	T	.	.
bdStopwatch::start(void)	.text	00B164E0	0000000F	00000000		R	.	.	.	.	.	.	T	.	.
bdStorage::getFile(char const * const,bdFileData * const,unsigned __int64)	.text	009C5B10	0000004D	00000000	00000094	R	.	.	.	.	.	.	T	.	.
bdStorage::getPublisherFile(char const * const,bdFileData * const)	.text	009C6060	0000017F	00000000	00000084	R	.	.	.	.	.	.	T	.	.
bdStorage::uploadFile(char const * const,void const * const,uint,bdFileInfo::bdVisibility,unsigned __int64,bdFileInfo * const)	.text	009C5920	000001EA	00000000	000000B8	R	.	.	.	.	.	.	T	.	.
bdStrGetToken(char const * const,char const * const,char * const,uint,char const * *)	.text	009DE3A0	00000093	00000028	00000020	R	.	.	.	.	.	.	T	.	.
bdStrdup(char const *)	.text	009D6850	0000004B	00000000	0000001C	R	.	.	.	.	.	.	T	.	.
bdStreamSocket::bdStreamSocket(void)	.text	00B16B10	00000009	00000010		R	.	.	.	.	.	.	T	.	.
bdStreamSocket::close(void)	.text	00B16C40	00000040	00000000	00000018	R	.	.	.	.	.	.	T	.	.
bdStreamSocket::connect(bdAddr)	.text	00B16B40	00000083	00000004	00000014	R	.	.	.	.	.	.	T	.	.
bdStreamSocket::create(bool)	.text	00B16B20	00000020	00000000	00000005	R	.	.	.	.	.	.	T	.	.
bdStreamSocket::getSocketAddr(bdInAddr &)	.text	00B16C80	00000016	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdStreamSocket::isConnected(void)	.text	00B16BD0	0000000C	00000000	00000014	R	.	.	.	.	.	.	T	.	.
bdStreamSocket::isWritable(bdSocketStatusCode &)	.text	00B16BE0	0000001D	00000000	00000020	R	.	.	.	.	.	.	T	.	.
bdStreamSocket::recv(void *,uint)	.text	00B16C20	0000001C	00000000	00000024	R	.	.	.	.	.	.	T	.	.
bdStreamSocket::send(void const *,uint)	.text	00B16C00	0000001A	00000000	00000020	R	.	.	.	.	.	.	T	.	.
bdString::addReference(bdStringData *)	.text	009BBF70	0000000C	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdString::allocateBuffer(uint)	.text	009BBFC0	00000043	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdString::bdString(bdString const &)	.text	009BBF80	0000001B	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdString::bdString(char const * const)	.text	009BC030	0000004C	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdString::freeBuffer(bdStringData *)	.text	009BC010	00000018	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdString::getBuffer(void)	.text	00B17360	00000008	00000000		R	.	.	.	.	.	.	T	.	.
bdString::getStringData(void)	.text	009BBF60	00000008	00000000		R	.	.	.	.	.	.	T	.	.
bdString::initialize(void)	.text	009BBFA0	00000017	00000000		R	.	.	.	.	.	.	T	.	.
bdString::operator=(bdString const &)	.text	009BC0B0	00000044	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdString::~bdString(void)	.text	009BC0A0	0000000D	00000000		R	.	.	.	.	.	.	T	.	.
bdStrlcpy(char * const,char const * const,uint)	.text	005649E0	0000004D	00000000	00000018	R	.	.	.	.	.	.	T	.	.
bdSubscriptionInfo::`vector deleting destructor'(uint)	.text	009D16A0	00000024	00000000	00000010	R	.	.	.	.	.	.	T	.	.
bdSubscriptionInfo::bdSubscriptionInfo(void)	.text	009D1660	00000024	0000006C		R	.	.	.	.	.	.	T	.	.
bdSubscriptionInfo::deserialize(bdReference<bdByteBuffer>)	.text	009D16D0	000000C7	00000000	00000020	R	.	.	.	.	.	.	T	.	.
bdSubscriptionInfo::~bdSubscriptionInfo(void)	.text	009D1690	00000010	00000000		R	.	.	.	.	.	.	T	.	.
bdSummaryMetaHandler::`vector deleting destructor'(uint)	.text	009D77B0	00000023	00000000	0000003C	R	.	.	.	.	.	.	T	.	.
bdSummaryMetaHandler::bdSummaryMetaHandler(void)	.text	009D7770	00000013	00000000	00000024	R	.	.	.	.	.	.	T	.	.
bdSummaryMetaHandler::deserialize(bdReference<bdByteBuffer>)	.text	009D77E0	0000009B	00000000	00000038	R	.	.	.	.	.	.	T	.	.
bdSummaryMetaHandler::sizeOf(void)	.text	009D77A0	0000000A	00000004		R	.	.	.	.	.	.	T	.	.
bdSummaryMetaHandler::~bdSummaryMetaHandler(void)	.text	009D7790	0000000B	00000004		R	.	.	.	.	.	.	T	.	.
bdTag::`vector deleting destructor'(uint)	.text	009D0170	00000030	00000000	00000004	R	.	.	.	.	.	.	T	.	.
bdTag::bdTag(void)	.text	009D00D0	00000020	00000000	00000020	R	.	.	.	.	.	.	T	.	.
bdTag::deserialize(bdReference<bdByteBuffer>)	.text	009CEA70	00000096	00000010	0000008C	R	.	.	.	.	.	.	T	.	.
bdTag::isSerializable(void)	.text	009D0150	00000020	00000000	00000034	R	.	.	.	.	.	.	T	.	.
bdTag::serialize(bdByteBuffer &)	.text	009D0100	00000030	00000000	00000008	R	.	.	.	.	.	.	T	.	.
bdTag::set(unsigned __int64,unsigned __int64)	.text	009D0130	0000001C	00000000	00000014	R	.	.	.	.	.	.	T	.	.
bdTag::~bdTag(void)	.text	009D00F0	0000000B	00000000		R	.	.	.	.	.	.	T	.	.
bdTaskByteBuffer::`vector deleting destructor'(uint)	.text	009D3EC0	00000025	00000066	00000040	R	.	.	.	.	.	.	T	.	.
